Time,BM7,BM8,BM9,BM10
244.1099,8,5,7,4
244.1384,5,4,8,7
244.1671,89,4,11,6
244.1958,54,4,11,6
244.2206,5,5,9,5
244.2492,8,4,10,5
244.2778,5,3,8,7
244.3066,83,3,7,10
244.3351,4,3,7,5
244.3598,1,7,6,5
244.3884,4,4,6,6
244.417,6,3,6,7
244.4457,7,4,6,6
244.4742,4,5,7,8
244.503,10,3,7,6
244.5316,91,2,12,2
244.5563,63,8,7,7
244.5849,3,2,10,7
244.6135,7,5,6,6
244.6384,1,3,5,7
244.6708,81,6,12,7
244.6956,5,5,7,8
244.7242,3,5,6,6
244.7531,8,7,5,4
244.7816,90,11,6,7
244.8102,2,3,5,11
244.8354,8,4,4,6
244.8642,2,4,7,6
244.8929,85,4,10,5
244.9168,7,2,8,4
244.9454,7,7,9,8
244.974,9,2,5,10
245.0027,86,3,7,5
245.0312,8,2,8,6
245.0599,6,4,5,7
245.0847,5,3,8,7
245.1134,3,8,8,7
245.1419,86,6,4,6
245.1705,7,2,4,5
245.1992,8,3,8,6
245.2278,7,3,13,7
245.2527,89,4,5,3
245.2813,5,3,3,9
245.3099,10,2,8,6
245.3385,6,5,5,6
245.3672,83,4,9,7
245.3921,56,5,5,4
245.4205,8,1,7,6
245.4492,7,4,7,4
245.4778,7,8,5,7
245.5066,83,5,7,5
245.5312,5,5,6,9
245.5597,2,4,8,6
245.5883,6,7,6,9
245.6172,85,11,10,9
245.6457,6,4,7,10
245.6703,5,4,7,5
245.699,6,8,8,9
245.7277,94,9,7,7
245.7563,33,6,10,5
245.7811,8,3,5,5
245.8098,9,6,4,3
245.8384,61,9,6,5
245.867,86,5,6,5
245.896,5,4,9,8
245.9243,0,6,7,3
245.949,5,3,7,5
245.9776,93,5,8,7
246.0062,7,5,7,2
246.0349,6,4,10,7
246.0635,5,2,6,4
246.0881,7,5,6,5
246.1168,2,3,5,5
246.1456,8,6,6,6
246.174,7,6,5,7
246.1987,6,5,7,9
246.2313,6,6,7,10
246.256,7,5,6,9
246.2846,2,4,7,4
246.3134,4,6,2,9
246.3419,88,9,6,5
246.3708,81,1,6,11
246.3955,10,7,4,8
246.424,9,3,8,6
246.4527,62,9,6,6
246.4813,89,3,6,5
246.506,4,5,3,2
246.5346,4,4,7,1
246.5633,93,8,6,7
246.5923,88,5,6,5
246.6205,5,5,8,4
246.6453,7,5,9,3
246.6777,12,7,9,5
246.7029,6,8,7,4
246.7312,5,4,10,7
246.7597,6,7,7,7
246.7884,8,2,12,6
246.8171,90,3,7,7
246.8421,53,5,8,4
246.871,6,5,12,4
246.8995,0,6,4,8
246.9282,87,5,7,5
246.9567,62,11,4,3
246.9812,7,4,14,9
247.0096,7,5,10,9
247.0383,66,4,9,6
247.067,84,7,12,6
247.0956,6,5,10,6
247.1203,5,3,7,6
247.1489,5,1,7,5
247.1775,92,8,3,5
247.2061,1,5,11,6
247.2349,6,5,10,9
247.2596,5,7,9,6
247.2883,86,6,3,6
247.3172,6,8,6,5
247.3454,8,5,8,7
247.3748,6,5,7,12
247.4028,88,5,7,4
247.4277,11,4,9,6
247.4561,5,7,4,6
247.4847,4,7,12,6
247.5134,95,4,5,7
247.542,62,8,7,6
247.5667,5,11,5,5
247.5954,6,7,11,6
247.6239,4,3,5,8
247.6527,89,3,7,4
247.6812,10,4,7,6
247.7099,5,10,8,6
247.7347,5,4,12,5
247.7633,89,9,8,6
247.7919,8,2,8,8
247.8206,10,6,3,5
247.8493,9,6,10,6
247.8745,3,2,6,8
247.903,5,5,12,5
247.9319,7,5,7,5
247.9598,10,6,6,4
247.9846,8,8,2,5
248.0132,88,6,8,7
248.0417,7,3,8,6
248.0703,4,7,4,5
248.0952,5,3,5,7
248.1278,91,9,5,5
248.1532,45,3,8,9
248.1813,6,4,3,3
248.2096,8,8,3,7
248.2384,14,4,6,5
248.2671,84,8,10,7
248.2917,3,4,2,6
248.3202,8,4,5,7
248.3489,3,8,6,7
248.3776,89,2,7,6
248.4023,0,0,0,0
248.4309,0,0,0,0
248.4595,3,2,1,0
248.4882,85,2,0,0
248.5168,2,3,4,0
248.5416,4,5,4,2
248.5702,0,4,3,1
248.5989,3,3,3,3
248.6276,82,3,3,1
248.6562,8,0,1,3
248.6808,7,9,6,1
248.7095,3,4,6,0
248.7382,85,5,6,3
248.7671,2,3,8,0
248.7954,6,1,3,2
248.8202,8,7,1,2
248.8526,84,3,8,4
248.8775,86,0,2,1
248.906,4,2,3,0
248.9347,4,2,5,1
248.9594,5,3,1,3
248.9919,89,2,1,3
249.0166,3,2,7,3
249.0452,0,1,1,2
249.0739,8,0,2,5
249.1025,84,1,5,0
249.1312,36,2,4,5
249.156,2,0,2,0
249.1849,3,2,5,4
249.2134,7,1,0,1
249.2422,85,7,5,4
249.2665,2,2,6,5
249.2952,2,1,2,7
249.3238,2,4,1,3
249.3524,85,3,3,5
249.3811,83,1,5,2
249.4057,5,1,5,7
249.4343,5,2,2,1
249.4629,2,6,0,4
249.4916,92,0,3,4
249.5202,5,1,5,3
249.545,5,1,4,5
249.5738,4,1,0,10
249.6024,86,3,4,3
249.631,84,3,7,2
249.6596,0,3,2,1
249.6848,8,2,4,5
249.7136,0,5,5,2
249.7424,87,4,1,3
249.7706,5,8,5,2
249.7991,2,4,1,3
249.8236,7,3,1,5
249.8564,90,3,1,5
249.8809,24,7,4,2
249.9094,5,4,2,0
249.938,3,1,6,2
249.9668,84,4,9,0
249.9954,83,8,2,3
250.0201,9,1,2,3
250.0486,8,1,9,6
250.0773,2,0,5,5
250.106,89,2,0,5
250.1308,3,4,6,6
250.1594,9,3,5,5
250.188,7,5,4,5
250.2169,86,4,4,8
250.2454,87,5,0,4
250.2742,10,6,3,5
250.2993,6,6,3,6
250.3277,4,6,7,4
250.356,90,5,2,5
250.3852,6,4,6,4
250.4093,8,3,5,4
250.4378,8,0,8,7
250.4665,8,6,6,7
250.4952,91,5,6,10
250.5237,7,1,2,6
250.5484,5,1,7,6
250.5771,5,2,4,6
250.6058,91,3,6,7
250.6344,89,4,3,8
250.6631,4,2,8,0
250.6916,6,6,1,5
250.7165,5,6,5,3
250.7454,88,4,2,8
250.7738,5,3,5,5
250.8023,2,2,6,3
250.831,2,4,3,8
250.8597,88,8,3,5
250.8843,5,6,5,4
250.913,6,3,7,8
250.9416,6,3,7,7
250.9705,92,2,7,5
250.9989,86,5,9,3
251.0237,7,6,4,6
251.0522,3,5,6,5
251.0808,7,3,5,5
251.1094,7,7,4,7
251.1342,7,4,5,6
251.163,4,7,2,8
251.1914,7,3,5,5
251.2201,6,3,1,10
251.2487,7,6,6,5
251.2736,3,3,5,5
251.3021,9,6,7,7
251.3308,9,7,4,0
251.3594,5,4,9,4
251.388,4,4,10,5
251.414,6,6,3,7
251.4414,5,6,4,6
251.47,5,4,2,9
251.4987,6,4,5,6
251.5237,4,7,3,8
251.5519,6,6,9,6
251.5805,6,4,4,9
251.6092,4,2,6,6
251.6377,6,3,2,6
251.6625,4,5,7,6
251.6911,9,0,4,3
251.7197,8,4,2,5
251.7484,3,6,7,6
251.7772,3,5,6,7
251.8019,3,3,4,8
251.8305,7,3,6,4
251.8591,2,6,5,9
251.8882,95,5,4,6
251.9164,8,4,8,1
251.9455,5,6,6,11
251.9697,5,3,6,6
251.9984,90,4,3,3
252.0271,9,6,4,5
252.0555,7,8,8,6
252.0803,7,3,8,6
252.1129,92,3,4,11
252.1376,7,6,6,6
252.1662,7,4,2,4
252.1948,6,5,5,7
252.2236,87,4,7,10
252.2522,40,6,8,4
252.2771,9,8,5,7
252.3056,4,5,5,7
252.3343,89,3,4,10
252.3629,5,5,2,6
252.3881,5,3,4,5
252.4168,95,4,0,3
252.4448,82,5,4,9
252.4735,7,8,4,6
252.502,6,4,5,6
252.5269,6,3,5,2
252.5555,85,8,2,8
252.584,6,6,5,8
252.6126,8,3,7,8
252.6412,5,3,3,7
252.6699,86,4,4,5
252.6946,7,5,3,10
252.7232,8,5,8,5
252.7519,5,7,6,9
252.7806,89,4,6,4
252.8057,9,4,6,5
252.834,8,6,4,6
252.8626,7,5,9,4
252.8916,89,7,2,8
252.9204,7,7,3,3
252.9446,5,4,5,5
252.9733,13,6,2,4
253.0018,10,7,2,5
253.0305,8,5,4,6
253.0591,5,5,2,10
253.0838,3,4,4,6
253.1124,88,7,2,6
253.1411,88,3,4,8
253.1697,5,3,3,8
253.1983,11,5,6,8
253.227,47,6,1,11
253.2556,91,4,6,6
253.2806,8,5,4,7
253.309,8,5,5,7
253.3376,3,4,5,6
253.3664,90,4,3,7
253.391,8,4,8,9
253.4197,2,5,4,12
253.4482,3,7,2,4
253.4771,88,4,4,9
253.5056,7,2,2,8
253.5304,8,5,2,8
253.5589,5,6,7,7
253.5875,90,3,3,5
253.6162,65,10,7,8
253.6448,6,7,6,8
253.6694,3,4,5,8
253.6981,3,6,4,11
253.7268,90,1,3,9
253.7554,6,7,8,9
253.7841,8,7,2,7
253.8088,7,3,8,6
253.8413,90,4,4,7
253.8661,3,4,3,5
253.8947,7,6,6,4
253.9235,10,5,6,5
253.9481,5,4,9,9
253.9809,6,6,5,12
254.0054,4,5,6,9
254.0339,9,3,8,7
254.0625,7,3,0,5
254.0912,8,3,2,10
254.116,3,8,6,9
254.1445,6,4,7,7
254.1732,6,6,6,9
254.2017,8,8,6,7
254.2266,7,4,5,6
254.2552,7,2,2,9
254.2838,7,5,4,7
254.3126,6,8,7,8
254.3412,91,8,5,9
254.3698,9,4,8,10
254.3948,10,8,6,8
254.4239,6,12,4,9
254.4521,85,4,5,8
254.4808,9,7,5,6
254.5051,5,4,3,3
254.5336,9,6,5,4
254.5623,89,8,4,7
254.5909,82,7,4,8
254.6195,4,5,5,7
254.6482,10,5,8,6
254.6769,5,5,0,10
254.7016,89,4,8,6
254.7301,9,4,8,5
254.7588,7,4,4,6
254.7876,10,6,6,9
254.8161,89,3,9,8
254.8448,11,4,6,12
254.8696,6,4,9,10
254.8983,11,4,6,6
254.927,90,7,7,7
254.9555,45,3,10,7
254.9802,8,3,9,9
255.0088,9,8,8,6
255.0375,9,4,5,150
255.0663,90,4,8,50
255.0948,11,3,8,6
255.1233,4,7,10,7
255.1481,5,8,7,11
255.1767,1,4,9,7
255.2053,8,6,5,6
255.2339,7,5,9,4
255.2587,9,5,8,8
255.2874,6,11,6,7
255.316,86,5,6,9
255.3448,83,4,8,7
255.3732,9,4,9,7
255.4019,5,5,10,10
255.4307,84,4,7,9
255.4553,88,5,5,4
255.4839,11,4,9,6
255.5125,5,3,12,8
255.5413,10,6,7,10
255.57,90,8,9,5
255.5947,11,5,6,6
255.6232,4,8,9,8
255.6517,6,6,11,9
255.6804,87,3,6,7
255.7052,9,4,6,6
255.7337,8,2,8,6
255.7663,7,8,11,10
255.7911,84,6,5,7
255.8197,88,4,5,9
255.8483,6,8,5,8
255.8772,5,3,12,9
255.9057,67,3,10,7
255.9306,92,4,9,3
255.959,5,11,5,7
255.9876,7,7,8,6
256.0163,5,2,10,8
256.0449,92,5,7,6
256.0697,85,9,6,7
256.0981,7,3,7,8
256.1268,6,5,7,7
256.1555,90,3,9,9
256.1842,86,10,6,8
256.2089,6,6,9,12
256.2374,8,5,6,5
256.2662,4,6,6,7
256.2952,88,6,8,9
256.3237,7,6,12,6
256.3525,3,2,10,10
256.3768,8,3,6,6
256.4054,2,2,8,5
256.4341,93,3,6,7
256.4627,6,4,11,9
256.4873,6,8,10,8
256.5161,89,6,8,5
256.5446,84,8,8,6
256.5732,7,4,8,6
256.602,6,6,10,10
256.6267,8,7,6,6
256.6593,89,5,5,107
256.6848,7,4,8,11
256.7126,4,5,6,9
256.7416,8,6,4,6
256.7707,92,9,10,6
256.7946,9,2,6,6
256.8232,5,4,6,9
256.8517,7,6,8,7
256.8804,71,3,8,3
256.9092,96,5,10,6
256.9377,0,3,8,10
256.9624,7,0,9,5
256.991,5,5,4,5
257.0197,87,8,7,8
257.0484,7,5,10,7
257.0732,6,3,8,9
257.1018,7,6,5,5
257.1304,5,3,5,7
257.1591,96,1,6,6
257.1878,4,4,10,5
257.2164,4,6,8,13
257.241,5,6,7,6
257.27,90,7,7,7
257.2983,4,8,8,7
257.327,8,2,10,8
257.3556,5,4,4,12
257.3803,85,8,7,5
257.4129,81,8,8,112
257.4375,8,5,7,8
257.4661,5,4,3,7
257.4948,9,4,4,9
257.5234,91,6,7,8
257.5483,4,2,13,8
257.5768,3,4,7,8
257.6057,8,5,8,7
257.6342,88,4,9,11
257.6588,9,6,6,5
257.6875,7,5,7,9
257.7165,9,5,7,11
257.7448,9,5,6,8
257.7734,100,6,4,7
257.8019,7,3,11,7
257.8267,6,4,7,12
257.8553,4,5,7,5
257.884,96,1,10,9
257.9128,9,5,9,8
257.9373,7,3,9,3
257.9699,4,7,7,122
257.9986,99,7,6,76
258.0272,102,6,6,6
258.052,9,4,9,9
258.0805,9,4,4,9
258.1057,4,9,7,9
258.1384,96,4,8,10
258.1626,2,2,10,9
258.1913,11,3,8,6
258.2198,5,9,6,6
258.2487,95,7,8,11
258.2774,95,5,8,5
258.3019,6,4,8,10
258.3305,5,4,11,5
258.3591,6,7,6,12
258.3878,103,2,9,5
258.4163,7,5,9,10
258.445,7,6,12,7
258.4697,7,3,9,9
258.4984,7,3,8,11
258.527,8,4,5,8
258.5519,9,1,7,5
258.5807,8,5,6,7
258.6094,4,7,9,8
258.6383,99,2,10,9
258.6663,10,6,7,8
258.6949,9,3,7,7
258.7236,9,5,7,10
258.7484,99,3,8,9
258.7769,7,4,11,7
258.8056,4,5,7,122
258.8342,5,6,12,113
258.8628,98,3,4,6
258.8915,97,5,7,6
258.9162,3,2,6,10
258.9449,7,8,3,11
258.9735,9,3,8,6
259.0021,9,4,6,4
259.0307,12,7,7,9
259.0559,9,4,14,4
259.0845,7,6,3,10
259.1136,8,4,7,11
259.1418,6,2,5,5
259.17,9,6,10,6
259.1948,8,7,7,7
259.2233,5,8,9,9
259.252,99,5,9,9
259.2807,4,0,7,7
259.3092,15,5,5,5
259.338,11,9,7,123
259.3629,97,5,8,8
259.3912,13,6,6,7
259.4199,4,8,13,7
259.4485,6,6,8,7
259.4772,100,5,3,6
259.5025,12,6,6,6
259.5345,11,8,10,9
259.5597,9,4,4,122
259.5919,107,10,7,6
259.6167,99,7,8,7
259.6453,7,4,5,10
259.6738,12,3,10,5
259.6986,12,7,8,6
259.7271,9,6,12,4
259.7558,8,3,10,10
259.7844,6,4,8,10
259.813,12,8,9,7
259.8418,65,5,10,6
259.8664,95,5,6,7
259.895,11,6,8,7
259.9237,12,4,9,5
259.9523,7,5,13,8
259.981,99,6,11,7
260.0061,12,6,9,6
260.0383,12,5,8,121
260.0638,7,5,4,9
260.0924,100,5,9,8
260.1203,97,5,13,9
260.149,3,4,6,122
260.1737,12,3,9,6
260.2022,6,9,14,6
260.2308,7,9,7,6
260.2555,4,5,9,8
260.2841,4,4,7,8
260.3128,4,5,9,7
260.3414,8,9,10,4
260.37,5,7,6,6
260.3987,8,5,11,7
260.424,9,6,7,8
260.4522,7,8,9,7
260.4808,5,8,9,7
260.5095,9,8,8,121
260.5384,8,6,8,11
260.5672,6,6,11,6
260.5915,99,5,4,5
260.6241,6,10,10,121
260.6488,4,5,83,7
260.6772,9,2,6,4
260.7059,90,3,12,7
260.7346,8,2,9,124
260.7592,7,6,4,7
260.7881,7,7,14,5
260.8166,92,6,9,9
260.8452,5,5,10,8
260.8739,5,5,12,121
260.8987,7,6,9,7
260.9273,87,2,6,8
260.9561,67,4,6,8
260.9849,7,8,1,124
261.0133,6,8,6,5
261.0379,7,6,7,8
261.0664,3,7,9,8
261.0991,6,8,9,124
261.124,4,4,10,9
261.1523,7,7,8,9
261.1771,7,5,8,5
261.2057,9,7,6,7
261.2344,7,9,11,6
261.2631,92,6,5,9
261.2916,4,4,5,7
261.3203,5,5,11,7
261.3491,11,5,8,5
261.3739,4,9,10,7
261.4024,88,8,7,7
261.431,6,4,7,4
261.46,4,6,7,6
261.4887,10,6,8,8
261.5175,91,9,11,7
261.5416,7,3,6,8
261.5701,3,6,5,9
261.5987,8,2,5,6
261.6274,87,9,8,6
261.6521,4,4,13,9
261.6808,8,6,8,14
261.7095,7,7,8,76
261.7421,89,9,11,119
261.7667,6,8,5,6
261.7954,10,8,7,5
261.8201,9,5,4,10
261.8528,90,5,6,10
261.8776,3,7,3,8
261.9063,4,5,9,8
261.9352,4,2,11,7
261.9639,92,5,12,8
261.9923,5,4,6,120
262.0167,9,6,4,9
262.0453,10,5,4,5
262.074,88,4,9,12
262.1027,61,4,10,123
262.1272,4,7,8,8
262.1559,7,7,6,11
262.1845,90,7,7,5
262.2172,89,9,6,127
262.2418,2,7,8,5
262.2666,7,4,9,9
262.2992,86,9,8,6
262.328,90,4,7,118
262.3566,8,4,8,124
262.3817,6,5,6,11
262.4102,88,4,6,7
262.4389,87,7,7,7
262.4676,6,1,11,123
262.4919,6,6,7,9
262.5204,11,5,9,9
262.5491,94,3,8,5
262.5777,4,5,5,13
262.6024,5,4,9,6
262.6311,7,5,6,8
262.6597,87,8,5,6
262.6884,4,6,13,11
262.717,8,9,7,126
262.7456,9,6,8,6
262.7743,89,6,11,7
262.7991,5,5,10,8
262.8317,4,5,8,125
262.8603,8,8,10,123
262.8854,7,4,12,11
262.9138,90,7,6,9
262.9426,3,4,12,121
262.9711,8,5,4,20
262.9957,90,9,9,8
263.0282,87,8,6,12
263.0569,6,3,10,124
263.0815,5,5,9,5
263.1062,6,6,8,5
263.1388,91,4,7,4
263.1674,7,5,9,124
263.1961,7,5,8,122
263.2207,6,7,9,8
263.2494,7,4,7,7
263.2781,9,8,2,127
263.3068,6,7,8,121
263.3315,6,4,7,8
263.3641,90,6,10,8
263.3889,50,6,8,9
263.4179,8,4,8,122
263.4462,3,6,12,3
263.4751,91,2,6,8
263.4995,92,3,5,8
263.532,3,7,10,124
263.5568,9,5,7,122
263.5854,5,5,11,12
263.614,92,8,6,11
263.6426,4,5,4,100
263.6713,6,10,8,125
263.6959,6,3,8,5
263.7246,89,3,6,8
263.7532,5,6,7,9
263.7822,6,7,11,122
263.8105,7,6,7,28
263.8392,91,11,4,4
263.8641,6,9,9,9
263.8927,3,5,8,122
263.9253,10,5,10,122
263.9499,90,8,6,6
263.9785,93,6,6,5
264.0071,8,8,14,7
264.0362,5,6,10,122
264.0647,10,5,12,10
264.0894,6,4,11,6
264.1177,2,7,8,5
264.1424,7,3,5,8
264.1711,5,6,9,6
264.1998,7,6,11,4
264.2284,12,4,7,8
264.257,1,8,7,7
264.2857,9,5,12,8
264.3108,6,6,6,9
264.3395,90,5,9,8
264.3683,8,7,9,7
264.3964,6,7,10,122
264.425,5,7,6,122
264.4536,92,4,6,5
264.4823,7,4,5,12
264.5109,7,6,8,121
264.5396,11,7,9,123
264.5642,93,5,7,7
264.5928,11,4,6,4
264.6215,9,9,5,120
264.6502,7,6,7,125
264.6749,4,15,6,7
264.7035,8,6,11,7
264.7322,7,4,9,11
264.7609,7,5,6,122
264.7896,8,9,7,125
264.8183,91,4,7,9
264.843,40,4,9,6
264.8756,5,6,10,125
264.9002,6,3,8,123
264.9289,90,5,13,6
264.9573,4,6,9,6
264.9861,10,10,8,126
265.0147,6,5,11,125
265.0394,90,4,6,8
265.068,9,8,8,9
265.0967,7,5,13,7
265.1254,8,7,9,119
265.1541,8,6,10,117
265.1826,9,7,7,11
265.2074,8,4,12,6
265.2399,6,3,8,125
265.2686,90,5,8,122
265.2938,11,6,6,4
265.322,1,7,6,8
265.3507,5,7,10,4
265.3795,9,7,4,123
265.4085,94,6,9,117
265.4326,8,8,7,8
265.4611,6,6,7,7
265.4938,11,5,10,117
265.5186,5,5,5,120
265.5432,4,6,9,8
265.5719,7,7,10,6
265.6005,6,8,7,122
265.6331,91,6,8,124
265.6578,92,8,9,11
265.6865,9,4,5,10
265.7151,8,3,6,10
265.7438,6,11,9,119
265.7727,94,5,6,121
265.7972,6,5,10,2
265.8257,8,5,9,12
265.8546,6,4,11,7
265.883,92,7,8,7
265.9077,6,5,9,7
265.9363,7,5,9,7
265.965,6,7,7,11
265.9936,90,4,5,6
266.0222,24,6,7,7
266.047,1,9,11,9
266.0758,7,6,7,9
266.1044,2,10,8,11
266.133,7,7,5,126
266.1617,6,3,8,121
266.1863,8,4,8,7
266.2149,8,5,4,6
266.248,10,3,6,119
266.2723,5,6,8,124
266.3007,8,5,5,7
266.3294,4,8,8,6
266.3581,6,4,9,118
266.3868,7,3,5,123
266.4114,2,7,5,9
266.44,8,6,9,7
266.4688,3,6,9,12
266.4974,5,7,6,119
266.5262,8,6,6,124
266.5508,4,5,4,13
266.5794,4,5,7,9
266.6082,6,7,8,121
266.6371,5,5,13,124
266.6662,10,2,9,5
266.694,12,5,5,8
266.7187,0,9,6,6
266.7513,8,3,11,122
266.7761,8,6,6,117
266.8046,7,5,14,7
266.8332,75,5,5,8
266.8619,6,10,6,119
266.8906,6,7,10,123
266.9154,89,5,9,2
266.9439,7,8,6,7
266.9727,5,6,9,118
267.0013,6,5,9,119
267.034,90,6,10,116
267.0588,2,4,10,9
267.0833,7,6,7,10
267.1118,6,5,9,122
267.1449,94,7,10,123
267.1692,8,7,5,8
267.1978,7,8,5,9
267.2264,5,7,9,52
267.2552,8,5,8,125
267.2798,90,7,6,4
267.3084,1,6,6,6
267.337,5,7,9,8
267.3697,12,6,10,123
267.3945,90,10,2,118
267.4194,0,7,9,9
267.4482,5,8,5,13
267.4765,9,6,5,123
267.5092,93,7,11,124
267.5336,7,3,8,4
267.5586,7,8,7,6
267.587,8,6,7,12
267.6196,92,9,6,124
267.6483,10,5,8,121
267.673,7,7,9,8
267.7015,7,6,7,7
267.7302,95,4,6,7
267.7589,3,10,9,114
267.7876,6,7,11,122
267.8123,5,8,8,7
267.841,89,6,12,9
267.8696,4,7,10,7
267.8983,5,2,10,127
267.9273,6,4,11,125
267.9559,5,5,7,10
267.9802,8,5,7,6
268.0088,8,8,7,9
268.0375,7,5,12,121
268.0662,92,6,7,125
268.0947,93,6,8,7
268.1194,7,5,8,6
268.1521,10,9,5,120
268.1807,3,7,6,124
268.2053,6,6,9,6
268.2341,7,9,8,10
268.2627,4,4,12,6
268.2916,73,4,6,124
268.3201,86,4,9,122
268.3448,5,10,8,5
268.3734,8,10,5,9
268.4019,4,8,5,8
268.4306,0,0,0,121
268.4553,0,0,0,0
268.4839,5,0,0,0
268.5128,1,2,1,1
268.5414,3,0,7,117
268.57,2,1,6,112
268.5947,0,0,6,0
268.6235,0,0,4,1
268.656,1,0,3,114
268.6846,84,7,0,115
268.7094,4,0,4,0
268.7379,0,4,5,3
268.7626,3,4,2,0
268.7952,4,4,6,118
268.8198,3,2,7,2
268.8484,4,1,1,0
268.877,4,2,4,2
268.9057,7,4,7,120
268.9344,0,2,9,112
268.9591,6,1,5,2
268.9877,9,6,4,1
269.0165,8,5,8,117
269.0451,7,0,4,117
269.0737,6,4,3,5
269.0988,9,7,0,2
269.127,5,0,10,2
269.1557,5,4,4,120
269.1846,8,2,3,0
269.213,11,7,5,4
269.2377,4,0,8,6
269.2702,3,4,6,123
269.2988,4,5,6,119
269.3235,5,6,8,7
269.3521,4,3,5,8
269.3769,6,3,7,3
269.4095,4,5,9,119
269.4342,51,4,5,6
269.4629,72,3,2,2
269.4916,4,0,5,8
269.5202,9,4,7,124
269.5488,4,7,3,121
269.5735,0,2,8,5
269.6021,15,6,5,6
269.6306,8,7,4,5
269.6594,7,5,8,117
269.6879,7,6,5,2
269.7127,9,3,3,4
269.7413,8,4,4,6
269.7699,6,7,2,5
269.7987,4,7,11,2
269.8273,9,5,7,6
269.8523,8,4,7,7
269.8809,7,5,6,4
269.9095,9,4,8,5
269.9384,4,9,82,4
269.9667,8,4,5,123
269.9955,11,4,5,124
270.0202,0,4,4,8
270.0485,6,4,5,6
270.0772,5,5,5,123
270.1059,7,9,6,121
270.1344,5,5,7,4
270.1592,6,4,5,5
270.1918,11,6,3,121
270.2205,7,7,7,122
270.2452,5,4,5,5
270.2738,14,7,5,7
270.3027,5,9,6,4
270.3312,8,5,8,121
270.3598,105,3,6,4
270.3849,9,7,10,6
270.4131,3,6,3,8
270.4418,9,6,4,115
270.4704,12,4,6,122
270.495,5,5,4,7
270.5276,12,4,6,10
270.5522,7,4,6,7
270.5849,12,5,7,120
270.6096,99,9,4,9
270.6382,9,9,8,7
270.663,9,3,6,8
270.6956,7,9,7,118
270.7243,8,5,0,121
270.7495,7,9,5,0
270.7779,8,6,81,9
270.807,9,5,6,126
270.8352,8,6,3,120
270.8596,9,5,3,8
270.8881,8,7,6,5
270.9208,10,8,6,116
270.9497,10,4,8,122
270.9743,7,6,3,3
270.9988,9,6,5,6
271.0314,100,6,9,5
271.0601,78,5,6,122
271.0848,5,8,3,121
271.1135,10,3,4,6
271.142,6,5,6,6
271.1678,9,3,4,7
271.1995,11,3,4,121
271.2256,7,5,3,6
271.2528,10,4,7,6
271.2814,11,7,1,4
271.3101,11,6,5,121
271.3348,8,4,6,0
271.3633,9,5,3,4
271.3919,6,6,7,5
271.4246,13,5,7,121
271.4493,101,4,7,6
271.4778,72,5,3,5
271.5065,10,5,8,6
271.5313,7,5,4,30
271.5599,6,5,5,8
271.5885,6,4,5,5
271.6137,7,4,6,9
271.646,7,5,6,122
271.6745,5,4,7,119
271.6993,10,3,5,5
271.7278,5,8,5,5
271.7566,7,5,9,117
271.7853,21,6,5,124
271.8098,8,5,7,6
271.8384,7,6,9,10
271.8671,9,7,4,117
271.8997,103,6,5,123
271.9243,6,4,4,7
271.9531,12,3,4,4
271.9816,11,1,4,5
272.0103,5,5,9,121
272.0352,6,10,1,4
272.0637,12,8,2,5
272.0925,11,4,5,6
272.1215,8,8,6,123
272.15,10,5,4,92
272.1743,8,9,2,7
272.2069,104,7,7,12
272.2318,6,7,7,7
272.2603,11,7,2,117
272.2888,4,7,9,11
272.3175,12,6,2,4
272.3421,5,4,2,5
272.3748,12,8,3,120
272.3996,103,6,6,0
272.4281,3,4,3,7
272.4569,11,4,7,6
272.4855,8,9,5,121
272.5106,6,8,3,6
272.5388,5,6,5,11
272.5674,11,3,1,5
272.6005,10,11,5,124
272.6248,7,8,9,111
272.6495,9,11,5,8
272.6779,9,4,5,7
272.7106,10,2,7,122
272.7394,106,9,3,115
272.7639,9,8,2,8
272.7888,9,5,6,7
272.8213,13,4,5,118
272.8499,7,5,3,126
272.8747,10,4,6,8
272.9034,6,6,8,10
272.932,8,6,5,122
272.9647,110,8,3,125
272.9892,12,3,6,7
273.0139,2,5,3,4
273.0428,6,6,6,8
273.0711,9,5,4,6
273.0997,5,8,7,6
273.1284,5,9,10,6
273.1571,44,8,8,10
273.186,101,9,6,125
273.2104,7,7,6,10
273.2391,8,3,7,8
273.2677,10,7,3,8
273.2965,9,4,3,123
273.3214,5,3,5,4
273.3498,5,5,6,9
273.3785,8,7,4,4
273.4113,104,9,7,122
273.4358,4,5,3,122
273.4644,10,6,7,3
273.4894,7,4,5,8
273.5216,7,4,5,116
273.5466,5,5,6,120
273.5752,7,4,9,8
273.6039,6,6,2,10
273.6327,104,5,7,6
273.661,11,8,6,123
273.6857,5,8,7,16
273.7144,4,6,4,6
273.7429,11,7,2,6
273.7715,4,8,8,122
273.8002,3,6,4,121
273.8249,9,7,7,9
273.8536,8,10,4,5
273.8823,6,5,7,118
273.9109,9,6,7,123
273.9395,11,4,5,4
273.9681,5,8,6,12
273.9928,5,6,4,6
274.0256,10,5,6,120
274.0501,5,8,7,6
274.0787,11,5,1,7
274.1073,9,7,3,11
274.136,6,7,5,120
274.1647,105,6,6,8
274.1893,90,5,5,5
274.218,12,7,3,8
274.2467,9,5,5,119
274.2754,102,5,7,7
274.3041,101,6,9,8
274.3287,6,5,5,8
